Listing_ID,Source,Locality,Sub_Region,Locality_Tier,Society_Name,Rent,BHK,Bathroom,Floor,Total Floors,Carpet_Area_SqFt,Furnishing,Tenant_Type,Property_Type,Property_Age_Category,Property_Age_Years,Posted_Date,Rent_Per_SqFt,Rent_Annual,Rent_Band,Area_Band,Rate_Quality_Flag,Absolute_Price_Flag,Rate_Ceiling_Flag,Data_Quality_Flag
LST-117,99acres,Vasai East,Western Line,Outer Periphery,NG Platinum City,13000.00,1,2,3,7,460,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-03,28.26,156000,Budget,Compact,Normal,Normal,Normal,Pass
LST-118,99acres,Vasai East,Western Line,Outer Periphery,Suraksha Smart City,11000.00,1,1,4,23,480,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-20,22.92,132000,Budget,Compact,Normal,Normal,Normal,Pass
LST-119,99acres,Vasai East,Western Line,Outer Periphery,mahavir dham,19000.00,1,1,2,4,368,Furnished,All,Apartment,10+ Years,10,2026-06-17,51.63,228000,Budget,Compact,Normal,Normal,Normal,Pass
LST-120,99acres,Vasai East,Western Line,Outer Periphery,JSB Nakshatra Veda,18000.00,1,2,17,23,715,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-05-26,25.17,216000,Budget,Medium,Normal,Normal,Normal,Pass
LST-121,99acres,Vasai East,Western Line,Outer Periphery,Imperial Splendora,17000.00,2,2,11,22,620,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-09,27.42,204000,Budget,Medium,Normal,Normal,Normal,Pass
LST-122,99acres,Vasai East,Western Line,Outer Periphery,JSB Nakshatra Veda,16800.00,2,2,15,23,605,Semi-Furnished,Family Only,Apartment,0-1 Year,1,2026-06-23,27.77,201600,Budget,Medium,Normal,Normal,Normal,Pass
LST-123,99acres,Vasai East,Western Line,Outer Periphery,Anchor Park chs,15000.00,2,2,7,7,650,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-17,23.08,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-124,99acres,Vasai East,Western Line,Outer Periphery,Agarwal Exotica,22000.00,2,2,12,14,567.15,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-05-23,38.79,264000,Budget,Medium,Normal,Normal,Normal,Pass
LST-125,99acres,Vasai East,Western Line,Outer Periphery,Rashmi garden,14000.00,2,2,3,7,480,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-02,29.17,168000,Budget,Compact,Normal,Normal,Normal,Pass
LST-126,99acres,Vasai East,Western Line,Outer Periphery,NG Platinum City,27000.00,3,3,2,7,900,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-05-28,30.00,324000,Budget,Large,Normal,Normal,Normal,Pass
LST-127,99acres,Vasai East,Western Line,Outer Periphery,Evershine City,30000.00,3,4,4,4,1200,Furnished,Family Only,Apartment,Unknown,,2026-06-06,25.00,360000,Budget,Large,Normal,Normal,Normal,Pass
LST-128,99acres,Vasai West,Western Line,Outer Periphery,Mahavir Residency,16000.00,1,2,9,9,400,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-16,40.00,192000,Budget,Compact,Normal,Normal,Normal,Pass
LST-129,99acres,Vasai West,Western Line,Outer Periphery,Classic height,16000.00,1,1,2,18,400,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-24,40.00,192000,Budget,Compact,Normal,Normal,Normal,Pass
LST-130,99acres,Vasai West,Western Line,Outer Periphery,jyoti apartment,12000.00,1,1,0,2,480,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-08,25.00,144000,Budget,Compact,Normal,Normal,Normal,Pass
LST-131,99acres,Vasai West,Western Line,Outer Periphery,Rajhans Moonstone,17000.00,1,2,3,18,515,Unfurnished,Family Only,Apartment,Unknown,,2026-06-03,33.01,204000,Budget,Medium,Normal,Normal,Normal,Pass
LST-132,99acres,Vasai West,Western Line,Outer Periphery,Dattani village society,14000.00,1,1,2,4,565,Unfurnished,Family Only,Apartment,10+ Years,10,2026-05-31,24.78,168000,Budget,Medium,Normal,Normal,Normal,Pass
LST-133,99acres,Vasai West,Western Line,Outer Periphery,Sankalp CHS,24000.00,2,2,4,4,550,Furnished,Family Only,Apartment,10+ Years,10,2026-06-18,43.64,288000,Budget,Medium,Normal,Normal,Normal,Pass
LST-134,99acres,Vasai West,Western Line,Outer Periphery,Rajhans Moonstone,28000.00,2,2,5,18,620,Unfurnished,Family Only,Apartment,Unknown,,2026-06-03,45.16,336000,Budget,Medium,Normal,Normal,Normal,Pass
LST-135,99acres,Vasai West,Western Line,Outer Periphery,Suncity Apartment,25000.00,2,2,6,7,950,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-10,26.32,300000,Budget,Large,Normal,Normal,Normal,Pass
LST-136,99acres,Vasai West,Western Line,Outer Periphery,Mansarovar Pearl Gardens,25000.00,2,2,5,22,531,Unfurnished,Family Only,Apartment,Unknown,,2026-06-10,47.08,300000,Budget,Medium,Normal,Normal,Normal,Pass
LST-137,99acres,Vasai West,Western Line,Outer Periphery,Manav Blossom,20600.00,2,1,2,2,650,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-01,31.69,247200,Budget,Medium,Normal,Normal,Normal,Pass
LST-138,99acres,Vasai West,Western Line,Outer Periphery,Trinity Square CHS,30000.00,3,2,1,2,1050,Semi-Furnished,Family Only,Apartment,Unknown,,2026-05-28,28.57,360000,Budget,Large,Normal,Normal,Normal,Pass
LST-139,99acres,Vasai West,Western Line,Outer Periphery,Pragati Rajhans Dreams,35000.00,3,3,1,7,935,Furnished,Family Only,Apartment,Unknown,,2026-05-14,37.43,420000,Mid,Large,Normal,Normal,Normal,Pass
LST-140,99acres,Nallasopara East,Western Line,Outer Periphery,Ostwal Nagari,13000.00,1,1,3,4,525,Unfurnished,All,Apartment,10+ Years,10,2026-06-22,24.76,156000,Budget,Medium,Normal,Normal,Normal,Pass
LST-141,99acres,Nallasopara East,Western Line,Outer Periphery,Shreepal Complex,14000.00,1,1,4,4,500,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-16,28.00,168000,Budget,Compact,Normal,Normal,Normal,Pass
LST-142,99acres,Nallasopara East,Western Line,Outer Periphery,Sai Ganesh Apartment,3500.00,1,1,0,4,275,Unfurnished,Family Only,Apartment,Unknown,,2026-06-23,12.73,42000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-143,99acres,Nallasopara East,Western Line,Outer Periphery,Sai Prashant Apartment,6000.00,1,1,0,3,330,Unfurnished,Family Only,Apartment,Unknown,,2026-06-16,18.18,72000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-144,99acres,Nallasopara East,Western Line,Outer Periphery,Raj Avenue apartment,11500.00,1,2,3,5,550,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-07,20.91,138000,Budget,Medium,Normal,Normal,Normal,Pass
LST-145,99acres,Nallasopara East,Western Line,Outer Periphery,hira bhavan tulinj,15000.00,2,2,3,3,650,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-12,23.08,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-146,magicbricks,Nallasopara East,Western Line,Outer Periphery,Sanskruti Rose,18000.00,2,2,5,7,611,Unfurnished,Unknown,Apartment,0-1 Year,1,2026-06-21,29.46,216000,Budget,Medium,Normal,Normal,Normal,Pass
LST-147,99acres,Nallasopara East,Western Line,Outer Periphery,Yashwant Gaurav,15000.00,3,1,3,9,700,Furnished,Family Only,Apartment,Unknown,,2026-06-02,21.43,180000,Budget,Medium,Normal,Normal,Normal,Pass
LST-148,99acres,Nallasopara West,Western Line,Outer Periphery,Aditya Apartment,14000.00,1,1,0,3,550,Furnished,All,Apartment,10+ Years,10,2026-06-12,25.45,168000,Budget,Medium,Normal,Normal,Normal,Pass
LST-149,99acres,Nallasopara West,Western Line,Outer Periphery,Dew Berry Society,10000.00,1,2,5,7,400,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,25.00,120000,Budget,Compact,Normal,Normal,Normal,Pass
LST-150,99acres,Nallasopara West,Western Line,Outer Periphery,DGS Sheetal Deep Complex,9000.00,1,1,8,22,595,Unfurnished,Family Only,Apartment,Unknown,,2026-06-20,15.13,108000,Budget,Medium,Normal,Normal,Normal,Pass
LST-151,99acres,Nallasopara West,Western Line,Outer Periphery,Tania Stephen Residency,9500.00,1,1,3,7,410,Unfurnished,Family Only,Apartment,Unknown,,2026-06-15,23.17,114000,Budget,Compact,Normal,Normal,Normal,Pass
LST-152,99acres,Nallasopara West,Western Line,Outer Periphery,Jeevan Prakash Kunj,25000.00,1,2,2,4,565,Furnished,All,Apartment,10+ Years,10,2026-04-16,44.25,300000,Budget,Medium,Normal,Normal,Normal,Pass
LST-153,99acres,Nallasopara West,Western Line,Outer Periphery,Blueberry Complex,13000.00,2,2,3,7,600,Semi-Furnished,Family Only,Apartment,Unknown,,2026-05-27,21.67,156000,Budget,Medium,Normal,Normal,Normal,Pass
LST-154,99acres,Nallasopara West,Western Line,Outer Periphery,Nakoda Heights,12000.00,2,2,3,9,575,Unfurnished,Family Only,Apartment,10+ Years,10,2026-05-10,20.87,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-155,99acres,Nallasopara West,Western Line,Outer Periphery,MAAD Nakoda Heights,11500.00,2,1,5,10,550,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-05-29,20.91,138000,Budget,Medium,Normal,Normal,Normal,Pass
LST-156,99acres,Nallasopara West,Western Line,Outer Periphery,Poonam Palash,16000.00,2,2,5,8,650,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-05-05,24.62,192000,Budget,Medium,Normal,Normal,Normal,Pass
LST-157,99acres,Nallasopara West,Western Line,Outer Periphery,Olive Apartment,20000.00,2,2,6,7,650,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-05-04,30.77,240000,Budget,Medium,Normal,Normal,Normal,Pass
LST-158,99acres,Virar East,Western Line,Outer Periphery,Om Regency Tower,11000.00,1,1,3,7,400,Semi-Furnished,All,Apartment,Unknown,,2026-06-22,27.50,132000,Budget,Compact,Normal,Normal,Normal,Pass
LST-159,99acres,Virar East,Western Line,Outer Periphery,Yogini Residency,6000.00,1,1,0,5,315,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-18,19.05,72000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-160,99acres,Virar East,Western Line,Outer Periphery,Jivdani Chaya Apartment,5000.00,1,1,2,4,325,Unfurnished,Family Only,Apartment,Unknown,,2026-06-16,15.38,60000,Budget,Compact,Normal,Below Absolute Floor,Normal,Review
LST-161,99acres,Virar East,Western Line,Outer Periphery,DGS Sheetal Sona,11000.00,1,2,9,14,400,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,27.50,132000,Budget,Compact,Normal,Normal,Normal,Pass
LST-162,99acres,Virar East,Western Line,Outer Periphery,Suram Park,9000.00,1,1,0,2,500,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-10,18.00,108000,Budget,Compact,Normal,Normal,Normal,Pass
LST-163,99acres,Virar East,Western Line,Outer Periphery,Trishul Apartments,18000.00,2,2,2,4,832,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-22,21.63,216000,Budget,Large,Normal,Normal,Normal,Pass
LST-164,99acres,Virar East,Western Line,Outer Periphery,Nityand prasad,12000.00,2,1,2,3,750,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-20,16.00,144000,Budget,Medium,Normal,Normal,Normal,Pass
LST-165,99acres,Virar East,Western Line,Outer Periphery,Maitri Vihar CHS,18000.00,2,2,0,4,675,Unfurnished,Family Only,Apartment,5-10 Years,7.5,2026-06-10,26.67,216000,Budget,Medium,Normal,Normal,Normal,Pass
LST-166,99acres,Virar East,Western Line,Outer Periphery,Meru CHS,19500.00,2,3,2,4,690,Furnished,All,Apartment,1-5 Years,3,2026-05-23,28.26,234000,Budget,Medium,Normal,Normal,Normal,Pass
LST-167,99acres,Virar East,Western Line,Outer Periphery,Hill Park,13000.00,2,2,2,2,750,Unfurnished,Family Only,Apartment,10+ Years,10,2026-05-11,17.33,156000,Budget,Medium,Normal,Normal,Normal,Pass
LST-168,99acres,Virar East,Western Line,Outer Periphery,Palm Tower,20000.00,3,4,4,4,700,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-05-31,28.57,240000,Budget,Medium,Normal,Normal,Normal,Pass
LST-169,99acres,Virar West,Western Line,Outer Periphery,Agarwal Lifestyle,17000.00,1,2,1,7,550,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-10,30.91,204000,Budget,Medium,Normal,Normal,Normal,Pass
LST-170,99acres,Virar West,Western Line,Outer Periphery,Wadhwana Blu Pearl,14000.00,1,2,1,14,442,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-10,31.67,168000,Budget,Compact,Normal,Normal,Normal,Pass
LST-171,99acres,Virar West,Western Line,Outer Periphery,Evershine Amavi,16000.00,1,2,11,14,438,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,36.53,192000,Budget,Compact,Normal,Normal,Normal,Pass
LST-172,99acres,Virar West,Western Line,Outer Periphery,YK Yashwant Avenue,13000.00,1,2,6,15,450,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-20,28.89,156000,Budget,Compact,Normal,Normal,Normal,Pass
LST-173,99acres,Virar West,Western Line,Outer Periphery,Vinay Unique Gardens,11500.00,1,2,10,15,431,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-23,26.68,138000,Budget,Compact,Normal,Normal,Normal,Pass
LST-174,99acres,Virar West,Western Line,Outer Periphery,Bhoomi Acropolis,11000.00,2,2,2,15,565,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-14,19.47,132000,Budget,Medium,Normal,Normal,Normal,Pass
LST-175,99acres,Virar West,Western Line,Outer Periphery,Ekta Parksville,11000.00,2,2,3,15,664,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-10,16.57,132000,Budget,Medium,Normal,Normal,Normal,Pass
LST-176,99acres,Virar West,Western Line,Outer Periphery,Wadhwana Blu Pearl,18000.00,2,2,1,14,625,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-10,28.80,216000,Budget,Medium,Normal,Normal,Normal,Pass
LST-177,99acres,Virar West,Western Line,Outer Periphery,New Home Paradise,11000.00,2,2,7,12,650,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-10,16.92,132000,Budget,Medium,Normal,Normal,Normal,Pass
LST-178,99acres,Virar West,Western Line,Outer Periphery,Evershine Amavi,19000.00,2,2,2,14,640,Unfurnished,Family Only,Apartment,1-5 Years,3,2026-06-10,29.69,228000,Budget,Medium,Normal,Normal,Normal,Pass
LST-179,99acres,Virar West,Western Line,Outer Periphery,Poonam Park View,30000.00,3,3,14,14,909,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-08,33.00,360000,Budget,Large,Normal,Normal,Normal,Pass
LST-180,99acres,Virar West,Western Line,Outer Periphery,Ekta Parksville,22000.00,3,3,4,15,800,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-10,27.50,264000,Budget,Medium,Normal,Normal,Normal,Pass
LST-181,99acres,Virar West,Western Line,Outer Periphery,Joyville,25000.00,3,2,16,22,1235,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-12,20.24,300000,Budget,Spacious,Normal,Normal,Normal,Pass
LST-182,99acres,Virar West,Western Line,Outer Periphery,Agarwal Paramount,25000.00,3,3,4,14,739,Semi-Furnished,All,Apartment,1-5 Years,3,2026-06-21,33.83,300000,Budget,Medium,Normal,Normal,Normal,Pass
LST-183,99acres,Virar West,Western Line,Outer Periphery,Swapna Nagar,28000.00,3,3,1,4,850,Furnished,Family Only,Apartment,10+ Years,10,2026-06-14,32.94,336000,Budget,Large,Normal,Normal,Normal,Pass
LST-184,99acres,Dahisar East,Western Line,Mid Suburb,Shiv Bhavani CHS,30000.00,1,1,4,6,520,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-18,57.69,360000,Budget,Medium,Normal,Normal,Normal,Pass
LST-185,99acres,Dahisar East,Western Line,Mid Suburb,Timber Green Park,30000.00,1,2,7,7,476,Furnished,Family Only,Apartment,1-5 Years,3,2026-06-24,63.03,360000,Budget,Compact,Normal,Normal,Normal,Pass
LST-186,99acres,Dahisar East,Western Line,Mid Suburb,Saraswati Apartment,30000.00,1,1,2,6,505,Furnished,All,Apartment,10+ Years,10,2026-06-23,59.41,360000,Budget,Medium,Normal,Normal,Normal,Pass
LST-187,99acres,Dahisar East,Western Line,Mid Suburb,Shyamdarshan Chs,24000.00,1,1,0,3,440,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-20,54.55,288000,Budget,Compact,Normal,Normal,Normal,Pass
LST-188,magicbricks,Dahisar East,Western Line,Mid Suburb,Lodha Casa Essenza,27000.00,1,1,4,16,435,Furnished,Unknown,Apartment,Unknown,,2026-06-19,62.07,324000,Budget,Compact,Normal,Normal,Normal,Pass
LST-189,99acres,Dahisar East,Western Line,Mid Suburb,Chitrakut CHS,40000.00,2,2,7,7,570,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-12,70.18,480000,Mid,Medium,Normal,Normal,Normal,Pass
LST-190,99acres,Dahisar East,Western Line,Mid Suburb,A and O Realty Eminente,45000.00,2,2,18,23,583,Unfurnished,All,Apartment,1-5 Years,3,2026-05-30,77.19,540000,Mid,Medium,Normal,Normal,Normal,Pass
LST-191,99acres,Dahisar East,Western Line,Mid Suburb,Ekta Sai Shraddha,45000.00,2,2,3,8,650,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-22,69.23,540000,Mid,Medium,Normal,Normal,Normal,Pass
LST-192,magicbricks,Dahisar East,Western Line,Mid Suburb,DB Orchid Ozone,27000.00,2,2,14,20,650,Unfurnished,Unknown,Apartment,5-10 Years,7.5,2026-06-24,41.54,324000,Budget,Medium,Normal,Normal,Normal,Pass
LST-193,magicbricks,Dahisar East,Western Line,Mid Suburb,Gurukrupa Shiv Parbat,42000.00,2,2,7,18,500,Unfurnished,Unknown,Apartment,0-1 Year,1,2026-06-24,84.00,504000,Mid,Compact,Normal,Normal,Normal,Pass
LST-194,99acres,Dahisar East,Western Line,Mid Suburb,Northern Heights,80000.00,3,3,7,49,1106,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-19,72.33,960000,Premium,Large,Normal,Normal,Normal,Pass
LST-195,99acres,Dahisar East,Western Line,Mid Suburb,Chandak Nishchay,55000.00,3,3,25,35,750,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-07,73.33,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-196,magicbricks,Dahisar East,Western Line,Mid Suburb,Lodha Casa Essenza,65000.00,3,3,4,16,900,Furnished,Unknown,Apartment,Unknown,,2026-06-01,72.22,780000,Premium,Large,Normal,Normal,Normal,Pass
LST-197,magicbricks,Dahisar East,Western Line,Mid Suburb,NL Aryavarta,63000.00,3,3,12,24,990,Semi-Furnished,Unknown,Apartment,5-10 Years,7.5,2026-06-18,63.64,756000,Premium,Large,Normal,Normal,Normal,Pass
LST-198,99acres,Dahisar West,Western Line,Mid Suburb,Daffodils,35000.00,1,2,10,13,450,Semi-Furnished,All,Apartment,Unknown,,2026-06-19,77.78,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-199,99acres,Dahisar West,Western Line,Mid Suburb,Raghu Vihar Apartments,33000.00,1,1,2,7,400,Furnished,All,Apartment,5-10 Years,7.5,2026-06-20,82.50,396000,Mid,Compact,Normal,Normal,Normal,Pass
LST-200,99acres,Dahisar West,Western Line,Mid Suburb,Magnum Heights,34000.00,1,2,2,10,400,Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-17,85.00,408000,Mid,Compact,Normal,Normal,Normal,Pass
LST-201,magicbricks,Dahisar West,Western Line,Mid Suburb,Anand Garden,29000.00,1,2,4,7,440,Semi-Furnished,Unknown,Apartment,Unknown,,2026-06-24,65.91,348000,Budget,Compact,Normal,Normal,Normal,Pass
LST-202,magicbricks,Dahisar West,Western Line,Mid Suburb,Radha Raman CHS,35000.00,1,1,3,7,450,Furnished,Unknown,Apartment,15-20 Years,17.5,2026-06-24,77.78,420000,Mid,Compact,Normal,Normal,Normal,Pass
LST-203,99acres,Dahisar West,Western Line,Mid Suburb,Suyog Apartment,40000.00,2,2,2,3,700,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-15,57.14,480000,Mid,Medium,Normal,Normal,Normal,Pass
LST-204,99acres,Dahisar West,Western Line,Mid Suburb,Gagangiri Om Yogeshwar CHS,55000.00,2,2,4,7,650,Furnished,Family Only,Apartment,10+ Years,10,2026-06-15,84.62,660000,Mid,Medium,Normal,Normal,Normal,Pass
LST-205,magicbricks,Dahisar West,Western Line,Mid Suburb,Rustomjee Reserve,60000.00,2,2,16,22,780,Unfurnished,Unknown,Apartment,Unknown,,2026-06-24,76.92,720000,Mid,Medium,Normal,Normal,Normal,Pass
LST-206,magicbricks,Dahisar West,Western Line,Mid Suburb,Haridas Park,42000.00,2,2,6,7,650,Semi-Furnished,Unknown,Apartment,Unknown,,2026-05-12,64.62,504000,Mid,Medium,Normal,Normal,Normal,Pass
LST-207,99acres,Dahisar West,Western Line,Mid Suburb,Royal Spring Field CHS,45000.00,2,2,6,7,580,Semi-Furnished,All,Apartment,Unknown,,2026-05-28,77.59,540000,Mid,Medium,Normal,Normal,Normal,Pass
LST-208,magicbricks,Dahisar West,Western Line,Mid Suburb,Rustomjee Regency,70000.00,3,3,3,7,900,Furnished,Unknown,Apartment,15-20 Years,17.5,2026-06-25,77.78,840000,Premium,Large,Normal,Normal,Normal,Pass
LST-209,magicbricks,Dahisar West,Western Line,Mid Suburb,Gaiagen Park Residences,250000.00,3,3,17,22,1300,Semi-Furnished,Unknown,Apartment,0-1 Year,1,2026-06-25,192.31,3000000,Luxury,Spacious,Normal,Normal,Normal,Pass
LST-210,99acres,Dahisar West,Western Line,Mid Suburb,Sunil Sai Krupa Tower,53000.00,3,3,8,14,840,Semi-Furnished,All,Apartment,Unknown,,2026-06-18,63.10,636000,Mid,Large,Normal,Normal,Normal,Pass
LST-211,99acres,Dahisar West,Western Line,Mid Suburb,Mallhar Bhimashankar Heights,85000.00,3,3,18,20,995,Furnished,Family Only,Apartment,1-5 Years,3,2026-05-31,85.43,1020000,Premium,Large,Normal,Normal,Normal,Pass
LST-212,99acres,Borivali East,Western Line,Mid Suburb,Rivali Park,51000.00,1,1,3,8,585,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-18,87.18,612000,Mid,Medium,Normal,Normal,Normal,Pass
LST-213,99acres,Borivali East,Western Line,Mid Suburb,Siddharth Nagar CHS,35500.00,1,1,4,8,430,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,82.56,426000,Mid,Compact,Normal,Normal,Normal,Pass
LST-214,99acres,Borivali East,Western Line,Mid Suburb,Ekta Bhoomi Garden,37000.00,1,2,4,8,450,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-06-16,82.22,444000,Mid,Compact,Normal,Normal,Normal,Pass
LST-215,99acres,Borivali East,Western Line,Mid Suburb,Navkarmik Shiv Lilam,35500.00,1,2,5,21,421,Semi-Furnished,Family Only,Apartment,5-10 Years,7.5,2026-06-07,84.32,426000,Mid,Compact,Normal,Normal,Normal,Pass
LST-216,99acres,Borivali East,Western Line,Mid Suburb,Mangala Apartments,30000.00,1,1,4,4,587,Semi-Furnished,All,Apartment,10+ Years,10,2026-06-19,51.11,360000,Budget,Medium,Normal,Normal,Normal,Pass
LST-217,99acres,Borivali East,Western Line,Mid Suburb,Triumph Siddhivinayak,60000.00,2,2,9,21,761,Semi-Furnished,Family Only,Apartment,1-5 Years,3,2026-06-16,78.84,720000,Mid,Medium,Normal,Normal,Normal,Pass
LST-218,99acres,Borivali East,Western Line,Mid Suburb,Ekta Bhoomi Garden,49000.00,2,2,3,8,700,Semi-Furnished,Family Only,Apartment,10+ Years,10,2026-05-13,70.00,588000,Mid,Medium,Normal,Normal,Normal,Pass
LST-219,99acres,Borivali East,Western Line,Mid Suburb,Raghav Paradise,50000.00,2,2,19,22,680,Semi-Furnished,Family Only,Apartment,Unknown,,2026-06-11,73.53,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-220,99acres,Borivali East,Western Line,Mid Suburb,Apex Green Wood,50000.00,2,2,5,23,614,Unfurnished,Family Only,Apartment,0-1 Year,1,2026-06-16,81.43,600000,Mid,Medium,Normal,Normal,Normal,Pass
LST-221,99acres,Borivali East,Western Line,Mid Suburb,Khushal Heritage,55000.00,2,2,12,15,740,Unfurnished,Family Only,Apartment,10+ Years,10,2026-06-09,74.32,660000,Mid,Medium,Normal,Normal,Normal,Pass
